capture.loc,year,fish,species,julian.day,F,M
6,2016,471,coho,246,235.5,235.5
6,2016,3,coho,246,1.5,1.5
6,2016,663,coho,249,331.5,331.5
6,2016,37,coho,249,18.5,18.5
6,2017,1,coho,186,0.5,0.5
6,2017,1,coho,190,0.5,0.5
6,2017,5,coho,194,2.5,2.5
6,2017,5,coho,195,2.5,2.5
6,2017,1,coho,195,0.5,0.5
6,2017,1,coho,195,0.5,0.5
6,2017,161,coho,199,80.5,80.5
6,2017,1,coho,199,0.5,0.5
6,2017,99,coho,202,49.5,49.5
6,2017,2384,coho,206,1192,1192
6,2017,5266,coho,209,2633,2633
6,2017,1,coho,209,0.5,0.5
6,2017,6558,coho,213,3279,3279
6,2017,6136,coho,216,3068,3068
6,2017,10492,coho,220,5246,5246
6,2017,1,coho,220,0.5,0.5
6,2017,147,coho,223,73.5,73.5
6,2017,28,coho,223,14,14
6,2017,12101,coho,223,6050.5,6050.5
6,2017,5073,coho,226,2536.5,2536.5
6,2017,8355,coho,231,4177.5,4177.5
6,2017,9704,coho,234,4852,4852
6,2017,5630,coho,237,2815,2815
6,2017,1,coho,237,0.5,0.5
6,2017,3333,coho,242,1666.5,1666.5
6,2017,1,coho,242,0.5,0.5
6,2017,8808,coho,244,4404,4404
6,2017,28,coho,244,14,14
6,2017,3505,coho,248,1752.5,1752.5
6,2017,2637,coho,251,1318.5,1318.5
6,2017,5,coho,251,2.5,2.5
6,2017,367,coho,254,183.5,183.5
6,2017,1104,coho,255,552,552
6,2018,4,coho,190,2,2
6,2018,85,coho,194,42.5,42.5
6,2018,1,coho,194,0.5,0.5
6,2018,2012,coho,198,1006,1006
6,2018,2,coho,198,1,1
6,2018,2100,coho,202,1050,1050
6,2018,4,coho,202,2,2
6,2018,5603,coho,206,2801.5,2801.5
6,2018,6481,coho,209,3240.5,3240.5
6,2018,3,coho,209,1.5,1.5
6,2018,11216,coho,213,5608,5608
6,2018,16726,coho,216,8363,8363
6,2018,6,coho,216,3,3
6,2018,26845,coho,220,13422.5,13422.5
6,2018,2,coho,220,1,1
6,2018,27234,coho,225,13617,13617
6,2018,12,coho,225,6,6
6,2018,13263,coho,230,6631.5,6631.5
6,2018,7394,coho,237,3697,3697
6,2018,11134,coho,245,5567,5567
6,2018,1,coho,245,0.5,0.5
6,2018,2074,coho,252,1037,1037
6,2019,18,coho,193,9,9
6,2019,1,coho,193,0.5,0.5
6,2019,66,coho,197,33,33
6,2019,1,coho,197,0.5,0.5
6,2019,2083,coho,200,1041.5,1041.5
6,2019,3,coho,200,1.5,1.5
6,2019,2588,coho,207,1294,1294
6,2019,3,coho,207,1.5,1.5
6,2019,5831,coho,211,2915.5,2915.5
6,2019,2,coho,211,1,1
6,2019,3090,coho,214,1545,1545
6,2019,1,coho,214,0.5,0.5
6,2019,7099,coho,218,3549.5,3549.5
6,2019,1,coho,218,0.5,0.5
6,2019,9378,coho,225,4689,4689
6,2019,4,coho,225,2,2
6,2019,9189,coho,232,4594.5,4594.5
6,2019,6415,coho,235,3207.5,3207.5
6,2019,6,coho,235,3,3
6,2019,5645,coho,239,2822.5,2822.5
6,2019,2,coho,239,1,1
6,2019,1656,coho,242,828,828
6,2019,1,coho,242,0.5,0.5
6,2019,3988,coho,246,1994,1994
6,2019,478,coho,252,239,239
6,2019,10,coho,252,5,5
6,2020,40,coho,207,20,20
6,2020,233,coho,214,116.5,116.5
6,2020,749,coho,221,374.5,374.5
6,2020,9,coho,221,4.5,4.5
6,2020,728,coho,228,364,364
6,2020,391,coho,241,195.5,195.5
6,2020,2,coho,241,1,1
6,2021,9,coho,197,4.5,4.5
6,2021,1,coho,197,0.5,0.5
6,2021,10,coho,200,5,5
6,2021,1,coho,200,0.5,0.5
6,2021,21,coho,204,10.5,10.5
6,2021,12,coho,207,6,6
6,2021,55,coho,211,27.5,27.5
6,2021,23,coho,213,11.5,11.5
6,2021,1,coho,213,0.5,0.5
6,2021,166,coho,214,83,83
6,2021,304,coho,215,152,152
6,2021,1,coho,215,0.5,0.5
6,2021,457,coho,220,228.5,228.5
6,2021,1,coho,220,0.5,0.5
6,2021,407,coho,229,203.5,203.5
6,2021,1,coho,229,0.5,0.5
6,2021,669,coho,238,334.5,334.5
6,2021,298,coho,244,149,149
6,2021,1,coho,244,0.5,0.5
5,2008,2354,coho,224,470.8,1883.2
6,1986,704,coho,213,35.2,668.8
6,1995,1047,coho,214,261.75,785.25
6,2004,564,coho,209,30.48648649,533.5135135
6,2008,1589,coho,248,794.5,794.5
6,2011,664,coho,231,83,581
6,2013,396,coho,203,99,297
5,2008,748,coho,233,187,561
5,2014,413,coho,240,154.875,258.125
5,2016,20,coho,215,2.5,17.5
5,2017,2248,coho,221,843,1405
6,2008,2199,coho,206,824.625,1374.375
6,2009,20,coho,222,10,10
6,2009,4,coho,222,2,2
6,2009,3247,coho,222,1623.5,1623.5
6,2014,2,coho,236,0.6,1.4
6,2014,955,coho,236,286.5,668.5
6,2014,3216,coho,239,1072,2144
6,2015,1423,coho,243,533.625,889.375
6,2016,409,coho,208,175.2857143,233.7142857
6,2016,1,coho,208,0.428571429,0.571428571
6,2017,13920,coho,227,4640,9280
5,2008,1264,coho,225,240.7619048,1023.238095
5,2008,452,coho,225,86.0952381,365.9047619
5,2008,59,coho,225,11.23809524,47.76190476
5,2017,6461,coho,227,3230.5,3230.5
6,1995,935,coho,216,415.5555556,519.4444444
6,2004,1668,coho,216,202.1818182,1465.818182
6,2008,3816,coho,210,2180.571429,1635.428571
6,2008,2620,coho,241,1310,1310
6,2009,117,coho,253,78,39
6,2011,1768,coho,218,471.4666667,1296.533333
6,2011,626,coho,241,192.6153846,433.3846154
6,2013,9,coho,239,3.6,5.4
6,2013,1118,coho,239,447.2,670.8
6,2013,103,coho,248,58.85714286,44.14285714
6,2016,65,coho,215,28.88888889,36.11111111
6,2016,22,coho,219,4.631578947,17.36842105
6,2017,3713,coho,233,1650.222222,2062.777778
6,2017,3,coho,233,1.333333333,1.666666667
6,2019,11662,coho,228,5183.111111,6478.888889
6,2019,5,coho,228,2.222222222,2.777777778
5,2006,731,coho,227,281.1538462,449.8461538
5,2008,164,coho,205,91.11111111,72.88888889
5,2008,190,coho,249,118.75,71.25
5,2013,278,coho,228,51.48148148,226.5185185
5,2015,601,coho,212,333.8888889,267.1111111
5,2016,2195,coho,228,1371.875,823.125
6,1995,898,coho,217,449,449
6,2009,1,coho,218,0.625,0.375
6,2009,3677,coho,218,2298.125,1378.875
6,2009,156,coho,251,97.5,58.5
6,2012,751,coho,236,220.8823529,530.1176471
6,2013,1,coho,205,0.625,0.375
6,2013,794,coho,205,496.25,297.75
6,2014,6,coho,232,3,3
6,2014,5558,coho,232,2779,2779
6,2014,3280,coho,233,964.7058824,2315.294118
6,2017,1477,coho,240,1055,422
6,2017,772,coho,240,551.4285714,220.5714286
6,2017,47,coho,258,15.66666667,31.33333333
6,2019,13396,coho,221,6698,6698
6,2019,4,coho,221,2,2
5,2008,20,coho,254,17.14285714,2.857142857
5,2014,229,coho,213,76.33333333,152.6666667
6,1993,849,coho,218,299.6470588,549.3529412
6,1994,2628,coho,214,829.8947368,1798.105263
6,2001,1218,coho,227,456.75,761.25
6,2008,857,coho,235,467.4545455,389.5454545
6,2008,636,coho,252,424,212
6,2013,529,coho,213,288.5454545,240.4545455
5,2013,65,coho,239,25.27777778,39.72222222
5,2014,346,coho,223,121.1,224.9
5,2014,1,coho,225,0.411764706,0.588235294
5,2014,580,coho,225,238.8235294,341.1764706
5,2015,1076,coho,219,418.4444444,657.5555556
6,2011,2,coho,213,1.166666667,0.833333333
6,2011,15,coho,213,8.75,6.25
6,2011,847,coho,213,494.0833333,352.9166667
6,2011,636,coho,244,404.7272727,231.2727273
6,2012,1000,coho,212,368.4210526,631.5789474
6,2012,25,coho,215,9.722222222,15.27777778
6,2012,747,coho,215,290.5,456.5
6,2012,1,coho,240,0.35,0.65
6,2012,700,coho,240,245,455
6,2012,81,coho,243,29.84210526,51.15789474
6,2013,1,coho,241,0.7,0.3
6,2013,524,coho,241,366.8,157.2
6,2015,6595,coho,225,3077.666667,3517.333333
6,2015,662,coho,240,289.625,372.375
6,2016,21,coho,212,8.166666667,12.83333333
5,2008,501,coho,242,445.3333333,55.66666667
5,2008,13,coho,242,11.55555556,1.444444444
5,2013,123,coho,233,61.5,61.5
5,2014,1002,coho,233,501,501
6,2001,399,coho,209,77.85365854,321.1463415
6,2002,66,coho,211,15.52941176,50.47058824
6,2007,588,coho,201,224,364
6,2008,4081,coho,224,1255.692308,2825.307692
6,2011,837,coho,228,608.7272727,228.2727273
6,2012,2,coho,234,0.484848485,1.515151515
6,2012,876,coho,234,212.3636364,663.6363636
6,2014,2247,coho,225,898.8,1348.2
6,2014,35,coho,225,14,21
6,2015,2,coho,215,0.842105263,1.157894737
6,2015,3955,coho,215,1665.263158,2289.736842
6,2015,2120,coho,222,1130.666667,989.3333333
5,2014,437,coho,229,231.3529412,205.6470588
5,2015,1434,coho,226,679.2631579,754.7368421
5,2016,2337,coho,225,1051.65,1285.35
5,2016,1,coho,225,0.45,0.55
6,1993,2978,coho,221,924.2068966,2053.793103
6,2004,431,coho,210,161.625,269.375
6,2008,1560,coho,232,936,624
6,2008,5,coho,232,3,2
6,2008,576,coho,256,398.7692308,177.2307692
6,2013,43,coho,235,20.36842105,22.63157895
6,2013,916,coho,235,433.8947368,482.1052632
6,2014,2188,coho,221,1158.352941,1029.647059
6,2015,4345,coho,218,1564.2,2780.8
6,2015,7029,coho,232,3953.8125,3075.1875
6,2016,98,coho,223,38.34782609,59.65217391
6,2018,10583,coho,240,5013,5570
6,2018,36,coho,240,17.05263158,18.94736842
5,2004,77,coho,238,28.51851852,48.48148148
5,2008,1601,coho,231,941.7647059,659.2352941
5,2008,380,coho,239,271.4285714,108.5714286
5,2014,184,coho,209,96.84210526,87.15789474
5,2015,1,coho,229,0.454545455,0.545454545
5,2015,2325,coho,229,1056.818182,1268.181818
6,1987,161,coho,209,38.33333333,122.6666667
6,2000,319,coho,210,74.18604651,244.8139535
6,2004,1208,coho,212,377.5,830.5
6,2004,1273,coho,225,397.8125,875.1875
6,2006,3351,coho,234,1763.684211,1587.315789
6,2013,1807,coho,231,1003.888889,803.1111111
6,2014,739,coho,220,388.9473684,350.0526316
6,2014,2140,coho,228,1188.888889,951.1111111
6,2016,4980,coho,225,2621.052632,2358.947368
6,2016,1,coho,225,0.526315789,0.473684211
6,2018,12824,coho,233,7543.529412,5280.470588
6,2018,4,coho,233,2.352941176,1.647058824
5,2004,219,coho,218,73,146
5,2005,1245,coho,224,489.1071429,755.8928571
5,2012,119,coho,222,68.89473684,50.10526316
5,2012,149,coho,245,68.29166667,80.70833333
5,2015,823,coho,217,323.3214286,499.6785714
6,1989,545,coho,207,187.34375,357.65625
6,2001,929,coho,234,601.1176471,327.8823529
6,2006,2828,coho,244,1637.263158,1190.736842
6,2006,3,coho,256,1.941176471,1.058823529
6,2006,572,coho,256,370.1176471,201.8823529
6,2008,1136,coho,238,781,355
6,2012,1722,coho,220,1114.235294,607.7647059
6,2012,2,coho,220,1.294117647,0.705882353
6,2015,3849,coho,208,1764.125,2084.875
5,2008,1959,coho,221,839.5714286,1119.428571
5,2010,322,coho,232,120.75,201.25
6,1985,573,coho,215,116.5423729,456.4576271
6,1990,2474,coho,229,957.6774194,1516.322581
6,2001,204,coho,240,163.2,40.8
6,2003,309,coho,239,176.5714286,132.4285714
6,2008,3305,coho,220,1652.5,1652.5
6,2012,696,coho,226,238.6285714,457.3714286
5,2015,261,coho,208,99.79411765,161.2058824
5,2016,2440,coho,223,1174.814815,1265.185185
5,2016,9,coho,223,4.333333333,4.666666667
6,1985,689,coho,218,229.6666667,459.3333333
6,1986,113,coho,234,50.65517241,62.34482759
6,2004,1447,coho,217,587.84375,859.15625
6,2004,1304,coho,222,513.6969697,790.3030303
6,2005,1222,coho,206,481.3939394,740.6060606
6,2011,9,coho,209,3.441176471,5.558823529
6,2011,793,coho,209,303.2058824,489.7941176
5,2005,161,coho,231,66.29411765,94.70588235
5,2006,903,coho,241,451.5,451.5
5,2007,2338,coho,211,1055.870968,1282.129032
5,2010,940,coho,237,453.7931034,486.2068966
5,2012,765,coho,221,324.5454545,440.4545455
6,1986,1532,coho,224,766,766
6,1987,561,coho,240,341.4782609,219.5217391
6,1990,3429,coho,222,1371.6,2057.4
6,1992,3175,coho,217,1201.351351,1973.648649
6,2000,710,coho,215,225.9090909,484.0909091
6,2004,722,coho,226,348.5517241,373.4482759
6,2007,852,coho,229,340.8,511.2
5,2009,937,coho,238,638.8636364,298.1363636
5,2015,241,coho,244,133.8888889,107.1111111
6,1986,1727,coho,227,925.1785714,801.8214286
6,1990,3407,coho,233,1597.03125,1809.96875
6,1991,5697,coho,218,2589.545455,3107.454545
6,1992,1588,coho,210,661.6666667,926.3333333
6,1993,779,coho,228,376.9354839,402.0645161
6,2001,442,coho,215,228.6206897,213.3793103
6,2013,842,coho,217,360.8571429,481.1428571
6,2013,55,coho,217,23.57142857,31.42857143
6,1990,1068,coho,212,488.2285714,579.7714286
6,1991,4159,coho,221,1901.257143,2257.742857
6,2001,262,coho,212,110.3157895,151.6842105
6,2003,878,coho,220,401.3714286,476.6285714
6,2004,336,coho,221,158.1176471,177.8823529
6,2006,2700,coho,237,1270.588235,1429.411765
5,2011,2723,coho,227,1596.241379,1126.758621
5,2014,323,coho,220,152.5277778,170.4722222
6,1990,2413,coho,215,1108.675676,1304.324324
6,1994,6694,coho,217,3347,3347
6,2003,923,coho,218,448.3142857,474.6857143
5,2019,6069,coho,232,2952.486486,3116.513514
6,1991,1367,coho,225,665.027027,701.972973
6,1994,82,coho,238,41,41
6,2006,2385,coho,208,858.6,1526.4
6,2006,4,coho,255,2,2
6,2006,875,coho,255,437.5,437.5
6,2014,1,coho,211,0.514285714,0.485714286
6,2014,28,coho,211,14.4,13.6
6,2014,2190,coho,211,1126.285714,1063.714286
6,2015,1803,coho,230,1248.230769,554.7692308
5,2019,924,coho,231,462,462
6,1990,3970,coho,226,2095.277778,1874.722222
6,1994,2215,coho,225,1275.30303,939.6969697
6,2006,2503,coho,230,1486.15625,1016.84375
6,2007,546,coho,212,259.35,286.65
6,2007,6785,coho,212,3222.875,3562.125
6,2007,822,coho,218,332.2978723,489.7021277
6,2007,1057,coho,223,528.5,528.5
6,1990,341,coho,208,184.3243243,156.6756757
6,1990,4330,coho,219,1546.428571,2783.571429
6,1992,6398,coho,224,3998.75,2399.25
6,1994,1785,coho,242,1081.818182,703.1818182
6,1997,574,coho,224,358.75,215.25
6,2005,3682,coho,227,1841,1841
6,2006,998,coho,209,321.9354839,676.0645161
6,2006,1215,coho,243,694.2857143,520.7142857
5,2007,855,coho,227,417.5581395,437.4418605
6,2003,40,coho,217,24,16
6,2003,1185,coho,217,711,474
6,2003,486,coho,231,275.8378378,210.1621622
6,2003,450,coho,234,255.4054054,194.5945946
6,2007,1316,coho,200,476.4827586,839.5172414
6,2013,1,coho,227,0.552631579,0.447368421
6,2013,784,coho,227,433.2631579,350.7368421
6,2013,2,coho,227,1.105263158,0.894736842
5,2007,141,coho,229,77.55,63.45
5,2007,517,coho,240,315.9444444,201.0555556
6,1986,1081,coho,217,528.4888889,552.5111111
6,1988,1586,coho,215,697.84,888.16
6,1991,2420,coho,228,1401.052632,1018.947368
6,2001,2029,coho,222,1038.093023,990.9069767
6,2003,762,coho,232,478.9714286,283.0285714
6,2005,1237,coho,217,513.4716981,723.5283019
6,2006,2506,coho,229,1450.842105,1055.157895
6,2007,3275,coho,214,1470.408163,1804.591837
5,2006,47,coho,240,22.06122449,24.93877551
5,2006,1568,coho,240,736,832
5,2007,149,coho,233,83.58536585,65.41463415
6,1993,794,coho,224,332.0363636,461.9636364
6,1994,1807,coho,235,784.1698113,1022.830189
6,2003,795,coho,227,522.4285714,272.5714286
6,2004,942,coho,224,619.0285714,322.9714286
6,2006,853,coho,250,560.5428571,292.4571429
6,2007,4230,coho,226,2372.926829,1857.073171
5,2007,272,coho,221,148.3636364,123.6363636
6,1986,1752,coho,220,793.3584906,958.6415094
6,2007,256,coho,249,161.6842105,94.31578947
6,2007,7,coho,249,4.421052632,2.578947368
5,2007,1138,coho,219,646.5909091,491.4090909
5,2007,126,coho,243,80.76923077,45.23076923
6,1987,708,coho,231,520.5882353,187.4117647
6,1994,2131,coho,221,1065.5,1065.5
6,1999,94,coho,215,31.33333333,62.66666667
6,1999,1045,coho,229,706.0810811,338.9189189
6,1999,201,coho,229,135.8108108,65.18918919
6,2000,473,coho,236,268.75,204.25
6,2003,815,coho,228,565.9722222,249.0277778
6,2006,14,coho,254,7.954545455,6.045454545
6,2006,713,coho,254,405.1136364,307.8863636
6,2007,1587,coho,240,967.6829268,619.3170732
6,1988,1115,coho,226,527.0909091,587.9090909
6,2005,3620,coho,213,1810,1810
6,2005,488,coho,230,234.962963,253.037037
6,2005,3778,coho,230,1819.037037,1958.962963
6,2006,5,coho,226,1.857142857,3.142857143
6,2006,3704,coho,226,1375.771429,2328.228571
6,2006,719,coho,249,424.8636364,294.1363636
6,2007,1379,coho,232,896.35,482.65
6,2007,1666,coho,239,1056.487805,609.5121951
5,2007,17,coho,247,11.19512195,5.804878049
6,1985,687,coho,219,337.2545455,349.7454545
6,1988,692,coho,219,346,346
6,1989,1426,coho,214,713,713
6,2005,6070,coho,223,3344.693878,2725.306122
6,2007,946,coho,235,622.9756098,323.0243902
6,1988,1507,coho,223,781.4074074,725.5925926
6,2003,247,coho,238,164.6666667,82.33333333
6,2005,3893,coho,220,2224.571429,1668.428571
6,2005,1230,coho,241,583.7288136,646.2711864
6,2006,3053,coho,240,1257.117647,1795.882353
5,2007,521,coho,206,225.5074627,295.4925373
6,2003,341,coho,241,149.8333333,191.1666667
6,1987,1810,coho,220,775.7142857,1034.285714
6,1987,1371,coho,227,839.3877551,531.6122449
6,1999,663,coho,222,268.7837838,394.2162162
6,2003,467,coho,248,215.5384615,251.4615385
6,1995,1080,coho,221,458.630137,621.369863
6,2007,53,coho,246,36.51111111,16.48888889
6,2007,518,coho,246,356.8444444,161.1555556
6,2011,1229,coho,227,645.7457627,583.2542373
6,1987,395,coho,223,214.2372881,180.7627119
5,2006,1482,coho,223,489.06,992.94
6,1998,900,coho,216,437.1428571,462.8571429
6,1995,2062,coho,220,1077.164179,984.8358209
6,1998,1057,coho,217,499.9324324,557.0675676
6,2005,1713,coho,209,967.016129,745.983871
6,2005,2,coho,209,1.129032258,0.870967742
6,2007,14,coho,202,5.793103448,8.206896552
6,2007,1346,coho,202,556.9655172,789.0344828
5,2013,160,coho,225,84.57142857,75.42857143
6,2003,281,coho,246,165.031746,115.968254
6,2006,1388,coho,203,534.9583333,853.0416667
6,2003,273,coho,213,146.1126761,126.8873239
5,2006,1301,coho,221,626.4074074,674.5925926
6,1985,665,coho,225,285,380
6,1992,5111,coho,213,2690,2421
6,2006,2128,coho,206,989.7674419,1138.232558
6,2006,1542,coho,213,623.030303,918.969697
6,2005,2155,coho,234,992.752809,1162.247191
6,2003,578,coho,224,335.8648649,242.1351351
6,1996,1370,coho,216,751.8292683,618.1707317
6,2006,3919,coho,233,2232.341772,1686.658228
6,1996,5329,coho,213,3683.279412,1645.720588
6,2002,71,coho,214,35.12631579,35.87368421
5,2006,969,coho,216,413.0163934,555.9836066
6,1997,2061,coho,217,1050.705882,1010.294118
5,2006,1754,coho,236,1007.617021,746.3829787
6,2007,1403,coho,204,747.3925234,655.6074766
